name,price,capacity,price_per_gb,type,cache,form_factor,interface,brand,model,slug
Inland TN325,64.98,512.0,0.127,SSD,,M.2-2242,PCIe Gen4,Inland,TN325,inland-tn325-512-0-pcie-gen4
Titanium Micro TH7175,149.99,2000.0,0.075,SSD,,M.2-2280,PCIe Gen4,Titanium,Micro TH7175,titanium-micro-th7175-2000-0-pcie-gen4
Titanium Micro TH7175,285.99,4000.0,0.071,SSD,,M.2-2280,PCIe Gen4,Titanium,Micro TH7175,titanium-micro-th7175-4000-0-pcie-gen4
Transcend MTE245S,131.9,2000.0,0.066,SSD,,M.2-2280,PCIe Gen4,Transcend,MTE245S,transcend-mte245s-2000-0-pcie-gen4
Transcend SSD230S,179.99,2000.0,0.09,SSD,,2.5,SATA,Transcend,SSD230S,transcend-ssd230s-2000-0-sata
FanXiang S900,179.99,1000.0,0.18,SSD,,M.2-2280,PCIe Gen5,FanXiang,S900,fanxiang-s900-1000-0-pcie-gen5
KingSpec XF,42.99,512.0,0.084,SSD,,M.2-2230,PCIe Gen4,KingSpec,XF,kingspec-xf-512-0-pcie-gen4
Seagate FireCuda 520N,159.99,2000.0,0.08,SSD,,M.2-2230,PCIe Gen4,Seagate,FireCuda 520N,seagate-firecuda-520n-2000-0-pcie-gen4
Seagate Exos X24,380.63,16000.0,0.024,7200,512.0,3.5,SAS 12.0 Gb/s,Seagate,Exos X24,seagate-exos-x24-16000-0-sas-12-0-gb-s
KIOXIA BG5 SED,44.99,256.0,0.176,SSD,,M.2-2230,PCIe Gen4,KIOXIA,BG5 SED,kioxia-bg5-sed-256-0-pcie-gen4
PNY CS2342,169.99,2000.0,0.085,SSD,,M.2-2230,PCIe Gen4,PNY,CS2342,pny-cs2342-2000-0-pcie-gen4
Western Digital Red SA500,174.46,2000.0,0.087,SSD,,M.2-2280,SATA,Western,Digital Red SA500,western-digital-red-sa500-2000-0-sata
PNY CS2342,84.99,1000.0,0.085,SSD,,M.2-2230,PCIe Gen4,PNY,CS2342,pny-cs2342-1000-0-pcie-gen4
Transcend MTE255S,128.15,2000.0,0.064,SSD,,M.2-2280,PCIe Gen4,Transcend,MTE255S,transcend-mte255s-2000-0-pcie-gen4
Toshiba N300,284.99,14000.0,0.02,7200,512.0,3.5,SATA,Toshiba,N300,toshiba-n300-14000-0-sata
Seagate ST4000NM0034,114.0,4000.0,0.029,7200,128.0,3.5,SAS 12.0 Gb/s,Seagate,ST4000NM0034,seagate-st4000nm0034-4000-0-sas-12-0-gb-s
Seagate Momentus 5400.3,59.0,80.0,0.738,5400,8.0,2.5,PATA 44-Pin 100,Seagate,Momentus 5400.3,seagate-momentus-5400-3-80-0-pata-44-pin-100
Transcend 250H,83.12,1000.0,0.083,SSD,,M.2-2280,PCIe Gen4,Transcend,250H,transcend-250h-1000-0-pcie-gen4
Inland 1TB TD510 NVME,139.99,1000.0,0.14,SSD,,M.2-2280,PCIe Gen5,Inland,1TB TD510 NVME,inland-1tb-td510-nvme-1000-0-pcie-gen5
Lenovo S4520,510.88,960.0,0.532,SSD,,3.5,SATA,Lenovo,S4520,lenovo-s4520-960-0-sata
Addlink D60,139.44,960.0,0.145,SSD,,M.2-2280,PCIe Gen4,Addlink,D60,addlink-d60-960-0-pcie-gen4
Intel 320,253.5,120.0,2.112,SSD,,2.5,SATA,Intel,320,intel-320-120-0-sata
Hitachi Deskstar 5K3000,123.99,3000.0,0.041,5400,32.0,3.5,SATA,Hitachi,Deskstar 5K3000,hitachi-deskstar-5k3000-3000-0-sata
Seagate Constellation Product Series:ES.3,198.0,4000.0,0.05,7200,128.0,3.5,SAS 6.0 Gb/s,Seagate,Constellation Product Series:ES.3,seagate-constellation-product-series-es-3-4000-0-sas-6-0-gb-s
Intel SSDMCEAW120A401,60.0,120.0,0.5,SSD,,mSATA,SATA,Intel,SSDMCEAW120A401,intel-ssdmceaw120a401-120-0-sata
Toshiba X300,335.0,10000.0,0.034,7200,256.0,3.5,SATA,Toshiba,X300,toshiba-x300-10000-0-sata
Lenovo 5300,801.0,480.0,1.669,SSD,,2.5,SATA,Lenovo,5300,lenovo-5300-480-0-sata
VisionTek DLX4 Pro,71.59,512.0,0.14,SSD,,M.2-2280,PCIe Gen4,VisionTek,DLX4 Pro,visiontek-dlx4-pro-512-0-pcie-gen4
Micron 5210 ION,355.0,1920.0,0.185,SSD,,2.5,SATA,Micron,5210 ION,micron-5210-ion-1920-0-sata
Transcend MTE410S,71.28,512.0,0.139,SSD,,M.2-2242,PCIe Gen4,Transcend,MTE410S,transcend-mte410s-512-0-pcie-gen4
Western Digital VelociRaptor,96.9,600.0,0.161,10000,32.0,2.5,SATA,Western,Digital VelociRaptor,western-digital-velociraptor-600-0-sata
Western Digital RE2-GP,55.37,1000.0,0.055,7200,16.0,3.5,SATA,Western,Digital RE2-GP,western-digital-re2-gp-1000-0-sata
Western Digital Scorpio Black,53.45,250.0,0.214,7200,16.0,2.5,SATA,Western,Digital Scorpio Black,western-digital-scorpio-black-250-0-sata
Western Digital Scorpio Blue,152.03,640.0,0.238,5400,8.0,2.5,SATA,Western,Digital Scorpio Blue,western-digital-scorpio-blue-640-0-sata
Intel X25-M,300.0,160.0,1.875,SSD,,2.5,SATA,Intel,X25-M,intel-x25-m-160-0-sata
Kingston SSDNow V+100,159.99,128.0,1.25,SSD,,2.5,SATA,Kingston,SSDNow V+100,kingston-ssdnow-v-100-128-0-sata
Seagate Momentus 5400.6,126.0,160.0,0.787,5400,8.0,2.5,SATA,Seagate,Momentus 5400.6,seagate-momentus-5400-6-160-0-sata
Hitachi 0Y30055,70.09,500.0,0.14,5400,8.0,2.5,SATA,Hitachi,0Y30055,hitachi-0y30055-500-0-sata
Hitachi Travelstar 7K500,84.1,500.0,0.168,7200,16.0,2.5,SATA,Hitachi,Travelstar 7K500,hitachi-travelstar-7k500-500-0-sata
Seagate Momentus Thin,29.0,320.0,0.091,7200,16.0,2.5,SATA,Seagate,Momentus Thin,seagate-momentus-thin-320-0-sata
SanDisk Extreme,299.99,480.0,0.625,SSD,,2.5,SATA,SanDisk,Extreme,sandisk-extreme-480-0-sata
Western Digital Scorpio Blue,124.98,250.0,0.5,5400,8.0,2.5,SATA,Western,Digital Scorpio Blue,western-digital-scorpio-blue-250-0-sata
Kingston SSDNow V+200,159.99,120.0,1.333,SSD,,2.5,SATA,Kingston,SSDNow V+200,kingston-ssdnow-v-200-120-0-sata
Toshiba PH3300U-1I72,159.0,3000.0,0.053,7200,64.0,3.5,SATA,Toshiba,PH3300U-1I72,toshiba-ph3300u-1i72-3000-0-sata
ADATA XPG SX910,642.64,512.0,1.255,SSD,,2.5,SATA,ADATA,XPG SX910,adata-xpg-sx910-512-0-sata
Intel DC S3700,199.0,100.0,1.99,SSD,,2.5,SATA,Intel,DC S3700,intel-dc-s3700-100-0-sata
Western Digital SE,149.0,4000.0,0.037,7200,64.0,3.5,SATA,Western,Digital SE,western-digital-se-4000-0-sata
Western Digital Blue,91.75,250.0,0.367,5400,8.0,2.5,SATA,Western,Digital Blue,western-digital-blue-250-0-sata
Lenovo ThinkPad,99.0,500.0,0.198,7200,32.0,2.5,SATA,Lenovo,ThinkPad,lenovo-thinkpad-500-0-sata
Kingston KC300,199.99,240.0,0.833,SSD,,2.5,SATA,Kingston,KC300,kingston-kc300-240-0-sata
Kingston KC300,309.99,480.0,0.646,SSD,,2.5,SATA,Kingston,KC300,kingston-kc300-480-0-sata
Crucial M500,487.77,480.0,1.016,SSD,,mSATA,SATA,Crucial,M500,crucial-m500-480-0-sata
IBM 90Y8572,405.18,2000.0,0.203,7200,,3.5,SAS 6.0 Gb/s,IBM,90Y8572,ibm-90y8572-2000-0-sas-6-0-gb-s
Crucial M550,377.77,128.0,2.951,SSD,,mSATA,SATA,Crucial,M550,crucial-m550-128-0-sata
Samsung SM843TN,299.95,480.0,0.625,SSD,,2.5,SATA,Samsung,SM843TN,samsung-sm843tn-480-0-sata
HP Value Endurance SFF,218.99,240.0,,SSD,,2.5,SATA,HP,Value Endurance SFF,hp-value-endurance-sff-240-0-sata
Kingston SSDNow V310,300.0,960.0,0.312,SSD,,2.5,SATA,Kingston,SSDNow V310,kingston-ssdnow-v310-960-0-sata
Transcend MTS800,145.97,256.0,0.57,SSD,,M.2-2280,SATA,Transcend,MTS800,transcend-mts800-256-0-sata
Seagate Savvio 15K.3,151.44,300.0,0.505,15000,64.0,2.5,SAS 6.0 Gb/s,Seagate,Savvio 15K.3,seagate-savvio-15k-3-300-0-sas-6-0-gb-s
PNY Prevail,615.09,240.0,,SSD,,2.5,SATA,PNY,Prevail,pny-prevail-240-0-sata
Silicon Power S60 3K P/E,84.91,120.0,0.708,SSD,,2.5,SATA,Silicon,Power S60 3K P/E,silicon-power-s60-3k-p-e-120-0-sata
Intel DC S3710,211.0,200.0,1.055,SSD,,2.5,SATA,Intel,DC S3710,intel-dc-s3710-200-0-sata
Intel DC S3710,234.83,400.0,0.587,SSD,,2.5,SATA,Intel,DC S3710,intel-dc-s3710-400-0-sata
Intel DC S3710,206.42,800.0,0.258,SSD,,2.5,SATA,Intel,DC S3710,intel-dc-s3710-800-0-sata
PNY CS1111,149.0,240.0,0.621,SSD,,2.5,SATA,PNY,CS1111,pny-cs1111-240-0-sata
Intel 535,245.0,240.0,1.021,SSD,,2.5,SATA,Intel,535,intel-535-240-0-sata
Dell K054N,86.11,600.0,0.144,10000,16.0,3.5,SAS 6.0 Gb/s,Dell,K054N,dell-k054n-600-0-sas-6-0-gb-s
Intel 535,78.7,240.0,0.328,SSD,,2.5,SATA,Intel,535,intel-535-240-0-sata
Mushkin Atlas Vital,107.37,250.0,0.429,SSD,,M.2-2280,SATA,Mushkin,Atlas Vital,mushkin-atlas-vital-250-0-sata
Seagate Enterprise NAS,248.59,4000.0,,7200,128.0,3.5,SATA,Seagate,Enterprise NAS,seagate-enterprise-nas-4000-0-sata
Seagate Enterprise NAS,379.0,6000.0,0.063,7200,128.0,3.5,SATA,Seagate,Enterprise NAS,seagate-enterprise-nas-6000-0-sata
Seagate IronWolf,228.0,6000.0,0.038,7200,128.0,3.5,SATA,Seagate,IronWolf,seagate-ironwolf-6000-0-sata
SanDisk Z410,170.9,480.0,0.356,SSD,,2.5,SATA,SanDisk,Z410,sandisk-z410-480-0-sata
Toshiba N300,329.99,10000.0,0.033,7200,256.0,3.5,SATA,Toshiba,N300,toshiba-n300-10000-0-sata
Seagate Enterprise Capacity,63.0,1000.0,0.063,7200,128.0,2.5,SATA,Seagate,Enterprise Capacity,seagate-enterprise-capacity-1000-0-sata
Seagate Enterprise Performance,211.99,1200.0,0.177,10000,256.0,3.5,SAS 12.0 Gb/s,Seagate,Enterprise Performance,seagate-enterprise-performance-1200-0-sas-12-0-gb-s
Seagate Nytro Enterprise,575.0,960.0,0.599,SSD,,2.5,SATA,Seagate,Nytro Enterprise,seagate-nytro-enterprise-960-0-sata
Toshiba N300,379.99,12000.0,0.032,7200,256.0,3.5,SATA,Toshiba,N300,toshiba-n300-12000-0-sata
Seagate Enterprise Performance,125.25,300.0,0.417,15000,256.0,2.5,SAS 12.0 Gb/s,Seagate,Enterprise Performance,seagate-enterprise-performance-300-0-sas-12-0-gb-s
Lexar NS200,99.99,480.0,0.208,SSD,,2.5,SATA,Lexar,NS200,lexar-ns200-480-0-sata
Toshiba S300 Pro,217.95,6000.0,0.036,7200,256.0,3.5,SATA,Toshiba,S300 Pro,toshiba-s300-pro-6000-0-sata
Mushkin Source,299.39,2000.0,0.15,SSD,2048.0,2.5,SATA,Mushkin,Source,mushkin-source-2000-0-sata
Seagate Barracuda Compute,99.99,512.0,,SSD,,M.2-2280,PCIe Gen4,Seagate,Barracuda Compute,seagate-barracuda-compute-512-0-pcie-gen4
Western Digital Purple,55.0,500.0,0.11,5400,64.0,3.5,SATA,Western,Digital Purple,western-digital-purple-500-0-sata
Western Digital Purple,259.0,10000.0,0.026,7200,256.0,3.5,SATA,Western,Digital Purple,western-digital-purple-10000-0-sata
Toshiba MG05ACA800E,519.92,8000.0,0.065,7200,128.0,3.5,SATA,Toshiba,MG05ACA800E,toshiba-mg05aca800e-8000-0-sata
Hitachi Ultrastar He10,325.0,8000.0,0.041,7200,256.0,3.5,SATA,Hitachi,Ultrastar He10,hitachi-ultrastar-he10-8000-0-sata
Sony Optiarc,32.99,240.0,0.137,SSD,,2.5,SATA,Sony,Optiarc,sony-optiarc-240-0-sata
Intel D3-S4510,96.0,240.0,0.4,SSD,,2.5,SATA,Intel,D3-S4510,intel-d3-s4510-240-0-sata
Intel DC S3500,133.0,240.0,0.554,SSD,,2.5,SATA,Intel,DC S3500,intel-dc-s3500-240-0-sata
Intel DC S3710,460.13,800.0,0.575,SSD,,2.5,SATA,Intel,DC S3710,intel-dc-s3710-800-0-sata
Intel DC S3110,67.16,256.0,,SSD,,M.2-2280,SATA,Intel,DC S3110,intel-dc-s3110-256-0-sata
Pioneer APS-SE20G-512,86.83,512.0,0.17,SSD,,M.2-2280,PCIe Gen4,Pioneer,APS-SE20G-512,pioneer-aps-se20g-512-512-0-pcie-gen4
Western Digital Purple,257.89,10000.0,0.026,7200,256.0,3.5,SATA,Western,Digital Purple,western-digital-purple-10000-0-sata
Kingston KC600B,124.87,512.0,0.244,SSD,,2.5,SATA,Kingston,KC600B,kingston-kc600b-512-0-sata
VisionTek PRO HXS,84.99,250.0,0.34,SSD,,2.5,SATA,VisionTek,PRO HXS,visiontek-pro-hxs-250-0-sata
VisionTek PRO HXS,153.49,1000.0,0.153,SSD,,2.5,SATA,VisionTek,PRO HXS,visiontek-pro-hxs-1000-0-sata
Western Digital Ultrastar,92.0,240.0,0.383,SSD,,2.5,SATA,Western,Digital Ultrastar,western-digital-ultrastar-240-0-sata
Angelbird AV PRO MK3,399.99,1000.0,0.4,SSD,,2.5,SATA,Angelbird,AV PRO MK3,angelbird-av-pro-mk3-1000-0-sata
VisionTek PRO,101.08,500.0,0.202,SSD,,2.5,SATA,VisionTek,PRO,visiontek-pro-500-0-sata
VisionTek PRO,279.99,2000.0,0.14,SSD,,2.5,SATA,VisionTek,PRO,visiontek-pro-2000-0-sata
Toshiba N300,444.36,14000.0,0.032,7200,,3.5,SATA,Toshiba,N300,toshiba-n300-14000-0-sata
Toshiba MG06ACA600E,270.47,6000.0,0.045,7200,256.0,3.5,SATA,Toshiba,MG06ACA600E,toshiba-mg06aca600e-6000-0-sata
Toshiba MG08ADA600E,200.0,6000.0,0.033,7200,256.0,3.5,SATA,Toshiba,MG08ADA600E,toshiba-mg08ada600e-6000-0-sata
Intel D3-S4520,282.0,1920.0,0.147,SSD,,2.5,SATA,Intel,D3-S4520,intel-d3-s4520-1920-0-sata
Intel D3-S4620,274.14,960.0,0.286,SSD,,2.5,SATA,Intel,D3-S4620,intel-d3-s4620-960-0-sata
Intel D3-S4620,211.0,480.0,0.44,SSD,,2.5,SATA,Intel,D3-S4620,intel-d3-s4620-480-0-sata
Intel D3-S4520,199.99,480.0,0.417,SSD,,M.2-2280,SATA,Intel,D3-S4520,intel-d3-s4520-480-0-sata
Mushkin ELEMENT,309.05,2000.0,0.155,SSD,,2.5,SATA,Mushkin,ELEMENT,mushkin-element-2000-0-sata
VisionTek DLX3,114.99,1000.0,0.115,SSD,,M.2-2280,PCIe Gen4,VisionTek,DLX3,visiontek-dlx3-1000-0-pcie-gen4
Oyen Digital Dash Pro w/Heat Sink,349.9,4000.0,0.087,SSD,,M.2-2280,PCIe Gen4,Oyen,Digital Dash Pro w/Heat Sink,oyen-digital-dash-pro-w-heat-sink-4000-0-pcie-gen4
VisionTek DLX4 Pro,448.31,4000.0,0.112,SSD,,M.2-2280,PCIe Gen4,VisionTek,DLX4 Pro,visiontek-dlx4-pro-4000-0-pcie-gen4
VisionTek DLX4,66.98,512.0,0.131,SSD,,M.2-2280,PCIe Gen4,VisionTek,DLX4,visiontek-dlx4-512-0-pcie-gen4
Transcend 830S,79.99,1000.0,0.08,SSD,,M.2-2280,SATA,Transcend,830S,transcend-830s-1000-0-sata
OWC Aura Pro IV,98.99,1000.0,0.099,SSD,,M.2-2280,PCIe Gen4,OWC,Aura Pro IV,owc-aura-pro-iv-1000-0-pcie-gen4
OWC Aura Ultra IV,129.99,1000.0,0.13,SSD,,M.2-2280,PCIe Gen4,OWC,Aura Ultra IV,owc-aura-ultra-iv-1000-0-pcie-gen4
AGI AI828,87.99,1000.0,0.088,SSD,,M.2-2280,PCIe Gen4,AGI,AI828,agi-ai828-1000-0-pcie-gen4
Orico D10,27.99,256.0,0.109,SSD,,M.2-2230,PCIe Gen4,Orico,D10,orico-d10-256-0-pcie-gen4
Seagate Exos X24,449.99,20000.0,0.022,7200,512.0,3.5,SAS 12.0 Gb/s,Seagate,Exos X24,seagate-exos-x24-20000-0-sas-12-0-gb-s
Seagate ST2000NX0273,135.13,2000.0,0.068,7200,128.0,2.5,SAS 12.0 Gb/s,Seagate,ST2000NX0273,seagate-st2000nx0273-2000-0-sas-12-0-gb-s
Inland TN436,76.98,1000.0,0.077,SSD,,M.2-2230,PCIe Gen4,Inland,TN436,inland-tn436-1000-0-pcie-gen4
Samsung Spinpoint M5,29.0,160.0,0.181,5400,8.0,2.5,PATA 44-Pin 100,Samsung,Spinpoint M5,samsung-spinpoint-m5-160-0-pata-44-pin-100
Seagate Constellation ES.3,168.87,1000.0,0.169,7200,128.0,3.5,SAS 6.0 Gb/s,Seagate,Constellation ES.3,seagate-constellation-es-3-1000-0-sas-6-0-gb-s
Intel 530,136.5,240.0,0.569,SSD,,mSATA,SATA,Intel,530,intel-530-240-0-sata
Intel DC S4600,290.77,1900.0,0.153,SSD,,2.5,SATA,Intel,DC S4600,intel-dc-s4600-1900-0-sata
Transcend 220S,157.76,2000.0,0.079,SSD,,M.2-2280,PCIe Gen4,Transcend,220S,transcend-220s-2000-0-pcie-gen4
VisionTek DLX4,107.34,1000.0,0.107,SSD,,M.2-2242,PCIe Gen4,VisionTek,DLX4,visiontek-dlx4-1000-0-pcie-gen4
Transcend 830S,169.0,2000.0,0.084,SSD,,M.2-2280,SATA,Transcend,830S,transcend-830s-2000-0-sata
Intel X25-M,396.86,160.0,,SSD,,2.5,SATA,Intel,X25-M,intel-x25-m-160-0-sata
Verbatim Verbatim SATA II,93.15,64.0,,SSD,,2.5,SATA,Verbatim,Verbatim SATA II,verbatim-verbatim-sata-ii-64-0-sata
Seagate Constellation ES,141.32,500.0,0.283,7200,64.0,3.5,SAS 6.0 Gb/s,Seagate,Constellation ES,seagate-constellation-es-500-0-sas-6-0-gb-s
Seagate 1200 SSD,225.0,200.0,1.125,SSD,,2.5,SAS 12.0 Gb/s,Seagate,1200 SSD,seagate-1200-ssd-200-0-sas-12-0-gb-s
Seagate Enterprise,163.5,6000.0,0.027,7200,128.0,3.5,SAS 12.0 Gb/s,Seagate,Enterprise,seagate-enterprise-6000-0-sas-12-0-gb-s
Seagate ST3146356SS-IM,68.0,146.0,0.466,15000,16.0,3.5,SAS 3.0 Gb/s,Seagate,ST3146356SS-IM,seagate-st3146356ss-im-146-0-sas-3-0-gb-s
Seagate Momentus 7200.4,29.99,160.0,0.187,7200,16.0,2.5,SATA,Seagate,Momentus 7200.4,seagate-momentus-7200-4-160-0-sata
Seagate Enterprise Capacity,265.0,4000.0,0.066,7200,128.0,3.5,SAS 12.0 Gb/s,Seagate,Enterprise Capacity,seagate-enterprise-capacity-4000-0-sas-12-0-gb-s
Seagate Enterprise Capacity,199.0,6000.0,0.033,7200,256.0,3.5,SAS 12.0 Gb/s,Seagate,Enterprise Capacity,seagate-enterprise-capacity-6000-0-sas-12-0-gb-s
Toshiba N300,406.39,14000.0,0.029,7200,256.0,3.5,SATA,Toshiba,N300,toshiba-n300-14000-0-sata
Toshiba S300 Pro,279.95,10000.0,0.028,7200,256.0,3.5,SATA,Toshiba,S300 Pro,toshiba-s300-pro-10000-0-sata
Western Digital Ultrastar DC HC550,376.0,16000.0,0.024,7200,512.0,3.5,SAS 12.0 Gb/s,Western,Digital Ultrastar DC HC550,western-digital-ultrastar-dc-hc550-16000-0-sas-12-0-gb-s
Toshiba N300,630.79,6000.0,0.105,7200,,3.5,SATA,Toshiba,N300,toshiba-n300-6000-0-sata
VisionTek DLX3,39.93,256.0,0.156,SSD,,M.2-2280,PCIe Gen4,VisionTek,DLX3,visiontek-dlx3-256-0-pcie-gen4
VisionTek DLX4,224.99,2000.0,0.112,SSD,,M.2-2230,PCIe Gen4,VisionTek,DLX4,visiontek-dlx4-2000-0-pcie-gen4
Transcend MTE410S,99.9,1000.0,0.1,SSD,,M.2-2242,PCIe Gen4,Transcend,MTE410S,transcend-mte410s-1000-0-pcie-gen4
AGI AI828,146.99,2000.0,0.073,SSD,,M.2-2280,PCIe Gen4,AGI,AI828,agi-ai828-2000-0-pcie-gen4
Western Digital RE2,97.95,750.0,0.131,7200,16.0,3.5,SATA,Western,Digital RE2,western-digital-re2-750-0-sata
Western Digital RE2-GP,149.94,750.0,0.2,7200,16.0,3.5,SATA,Western,Digital RE2-GP,western-digital-re2-gp-750-0-sata
Western Digital Caviar Green,148.94,750.0,0.199,5400,32.0,3.5,SATA,Western,Digital Caviar Green,western-digital-caviar-green-750-0-sata
Western Digital AV,71.63,160.0,,7200,8.0,3.5,SATA,Western,Digital AV,western-digital-av-160-0-sata
Western Digital AV-25,56.88,320.0,,5400,32.0,2.5,SATA,Western,Digital AV-25,western-digital-av-25-320-0-sata
Intel X25-M,300.0,160.0,1.875,SSD,,2.5,SATA,Intel,X25-M,intel-x25-m-160-0-sata
OCZ Agility 2,149.94,60.0,2.499,SSD,,2.5,SATA,OCZ,Agility 2,ocz-agility-2-60-0-sata
Seagate Barracuda ES.2,111.5,750.0,0.149,7200,32.0,3.5,SATA,Seagate,Barracuda ES.2,seagate-barracuda-es-2-750-0-sata
Intel X25-M,179.95,160.0,1.125,SSD,,2.5,SATA,Intel,X25-M,intel-x25-m-160-0-sata
Hitachi A7K2000,98.95,1000.0,0.099,7200,32.0,3.5,SATA,Hitachi,A7K2000,hitachi-a7k2000-1000-0-sata
Seagate Constellation ES,78.98,500.0,0.158,7200,32.0,3.5,SATA,Seagate,Constellation ES,seagate-constellation-es-500-0-sata
Western Digital Caviar Green,99.95,750.0,0.133,5400,64.0,3.5,SATA,Western,Digital Caviar Green,western-digital-caviar-green-750-0-sata
Seagate Constellation,151.44,160.0,0.947,7200,32.0,2.5,SATA,Seagate,Constellation,seagate-constellation-160-0-sata
Seagate Momentus 7200.4,55.0,320.0,0.172,7200,16.0,2.5,SATA,Seagate,Momentus 7200.4,seagate-momentus-7200-4-320-0-sata
Hitachi Travelstar 5K500.B,56.96,320.0,,5400,8.0,2.5,SATA,Hitachi,Travelstar 5K500.B,hitachi-travelstar-5k500-b-320-0-sata
ADATA S511,304.7,240.0,1.27,SSD,,2.5,SATA,ADATA,S511,adata-s511-240-0-sata
Western Digital AV-GP,144.99,3000.0,0.048,5400,64.0,3.5,SATA,Western,Digital AV-GP,western-digital-av-gp-3000-0-sata
Verbatim Verbatim SATA II,134.4,128.0,,SSD,,2.5,SATA,Verbatim,Verbatim SATA II,verbatim-verbatim-sata-ii-128-0-sata
Seagate Momentus 5400.6,75.05,500.0,0.15,5400,8.0,2.5,SATA,Seagate,Momentus 5400.6,seagate-momentus-5400-6-500-0-sata
Seagate Momentus XT,93.0,750.0,0.124,7200,32.0,2.5,SATA,Seagate,Momentus XT,seagate-momentus-xt-750-0-sata
Seagate Constellation ES.2,262.58,2000.0,0.131,7200,64.0,3.5,SATA,Seagate,Constellation ES.2,seagate-constellation-es-2-2000-0-sata
Western Digital AV-25,95.0,250.0,0.38,5400,16.0,2.5,SATA,Western,Digital AV-25,western-digital-av-25-250-0-sata
Intel 335,189.0,240.0,0.787,SSD,,2.5,SATA,Intel,335,intel-335-240-0-sata
PNY XLR8 PRO,112.59,120.0,,SSD,,2.5,SATA,PNY,XLR8 PRO,pny-xlr8-pro-120-0-sata
Intel DC S3700,417.0,200.0,2.085,SSD,,2.5,SATA,Intel,DC S3700,intel-dc-s3700-200-0-sata
PNY Performance,106.61,60.0,,SSD,,2.5,SATA,PNY,Performance,pny-performance-60-0-sata
Crucial M4,277.77,256.0,1.085,SSD,,mSATA,SATA,Crucial,M4,crucial-m4-256-0-sata
Crucial M4,257.77,128.0,2.014,SSD,,mSATA,SATA,Crucial,M4,crucial-m4-128-0-sata
Seagate Constellation ES.3,178.98,4000.0,0.045,7200,128.0,3.5,SAS 6.0 Gb/s,Seagate,Constellation ES.3,seagate-constellation-es-3-4000-0-sas-6-0-gb-s
Seagate Constellation ES.3,124.0,3000.0,0.041,7200,128.0,3.5,SAS 6.0 Gb/s,Seagate,Constellation ES.3,seagate-constellation-es-3-3000-0-sas-6-0-gb-s
Intel DC S3500,142.0,160.0,0.887,SSD,,2.5,SATA,Intel,DC S3500,intel-dc-s3500-160-0-sata
Hitachi Ultrastar C10K900,55.0,900.0,0.061,10000,64.0,2.5,SAS 6.0 Gb/s,Hitachi,Ultrastar C10K900,hitachi-ultrastar-c10k900-900-0-sas-6-0-gb-s
Intel DC S3500,116.99,120.0,0.975,SSD,,2.5,SATA,Intel,DC S3500,intel-dc-s3500-120-0-sata
Seagate Savvio 10K.5,420.15,600.0,,10000,64.0,2.5,SAS 6.0 Gb/s,Seagate,Savvio 10K.5,seagate-savvio-10k-5-600-0-sas-6-0-gb-s
OCZ Vertex 450 Series 128,249.95,128.0,1.953,SSD,,2.5,SATA,OCZ,Vertex 450 Series 128,ocz-vertex-450-series-128-128-0-sata
Seagate Constellation ES,86.75,2000.0,0.043,7200,16.0,3.5,SAS 6.0 Gb/s,Seagate,Constellation ES,seagate-constellation-es-2000-0-sas-6-0-gb-s
Seagate Constellation ES.2,124.0,3000.0,0.041,7200,64.0,3.5,SAS 6.0 Gb/s,Seagate,Constellation ES.2,seagate-constellation-es-2-3000-0-sas-6-0-gb-s
Transcend 720 mSATA,173.46,128.0,1.355,SSD,,mSATA,SATA,Transcend,720 mSATA,transcend-720-msata-128-0-sata
Toshiba MKx001GRZB,385.0,100.0,3.85,SSD,,2.5,SAS 6.0 Gb/s,Toshiba,MKx001GRZB,toshiba-mkx001grzb-100-0-sas-6-0-gb-s
Intel 530,149.0,180.0,0.828,SSD,,2.5,SATA,Intel,530,intel-530-180-0-sata
OCZ Vector 150,380.0,240.0,1.583,SSD,,2.5,SATA,OCZ,Vector 150,ocz-vector-150-240-0-sata
Toshiba Q Series Pro,293.66,256.0,1.147,SSD,,2.5,SATA,Toshiba,Q Series Pro,toshiba-q-series-pro-256-0-sata
Hitachi 0F18335,246.95,6000.0,0.041,7200,64.0,3.5,SATA,Hitachi,0F18335,hitachi-0f18335-6000-0-sata
Toshiba AL13SEB600,40.71,600.0,0.068,10500,64.0,2.5,SAS 6.0 Gb/s,Toshiba,AL13SEB600,toshiba-al13seb600-600-0-sas-6-0-gb-s
Seagate 600 Pro,199.0,240.0,0.829,SSD,,2.5,SATA,Seagate,600 Pro,seagate-600-pro-240-0-sata
OCZ Vertex 460,200.0,120.0,1.667,SSD,,2.5,SATA,OCZ,Vertex 460,ocz-vertex-460-120-0-sata
Plextor M6M,527.77,512.0,1.031,SSD,,mSATA,SATA,Plextor,M6M,plextor-m6m-512-0-sata
Transcend MTS400,152.74,256.0,0.597,SSD,,M.2-2242,SATA,Transcend,MTS400,transcend-mts400-256-0-sata
Seagate ST2000NM0054,125.0,2000.0,0.062,7200,128.0,3.5,SAS 12.0 Gb/s,Seagate,ST2000NM0054,seagate-st2000nm0054-2000-0-sas-12-0-gb-s
Transcend MTS800,281.44,512.0,0.55,SSD,,M.2-2280,SATA,Transcend,MTS800,transcend-mts800-512-0-sata
